algal_group;mean_epsilon_C16.0-sterol;sd_epsilon_C16.0-sterol;mean_epsilon_sterol-phytol;sd_epsilon_sterol-phytol
diatoms;-25.21625687;49.08262561;248.0514944;45.3854628
