depth_m;temp_C;DO_mgL
0.1434;15.7723;12.0459
0.1602;15.7741;12.0364
0.1602;15.7764;12.0344
0.1602;15.777;12.0271
0.1518;15.7752;12.038
0.1687;15.7747;12.0279
0.1602;15.7752;12.0357
0.1602;15.7764;12.0482
0.1434;15.7776;12.0458
0.1602;15.7782;12.0233
0.1602;15.78;12.0296
0.1602;15.7811;12.042
0.1602;15.7817;12.032
0.1518;15.7817;12.0268
0.1602;15.7823;12.0295
0.1687;15.7811;12.0429
0.1518;15.7776;12.0485
0.1602;15.7747;12.0177
0.1687;15.7752;12.0341
0.1687;15.7764;12.0143
0.1687;15.7764;12.0348
0.1771;15.7764;12.0425
0.1687;15.7776;12.0367
0.1771;15.7782;12.0208
0.1771;15.7776;12.027
0.1771;15.7776;12.022
0.1602;15.7782;12.0315
0.1687;15.7794;12.0173
0.1771;15.78;12.0482
0.1771;15.78;12.0338
0.1771;15.78;12.037
0.1687;15.78;12.0205
0.1687;15.7794;12.028
0.1771;15.78;12.0313
0.1687;15.78;12.0367
0.1518;15.7782;12.0474
0.1518;15.7758;12.0273
0.1771;15.7764;12.0326
0.1687;15.7782;12.0348
0.1602;15.7776;12.0295
0.1687;15.777;12.0354
0.1687;15.777;12.0198
0.1687;15.7764;12.0167
0.1687;15.7758;12.0286
0.1687;15.7747;12.0274
0.1687;15.7741;12.0317
0.1602;15.7747;12.037
0.1855;15.7741;12.0278
0.1855;15.7741;12.0266
0.1687;15.7735;12.0279
0.1602;15.7729;12.0345
0.1771;15.7741;12.0413
0.1602;15.7758;12.0264
0.1687;15.7752;12.0198
0.1687;15.7758;12.0423
0.1602;15.7752;12.0388
0.1687;15.7764;12.0298
0.1771;15.777;12.0469
0.1434;15.7764;12.0359
0.1518;15.7758;12.0411
0.1687;15.7758;12.033
0.1602;15.7764;12.0483
0.1434;15.7758;12.0396
0.1518;15.7758;12.0555
0.1602;15.7764;12.0321
0.1602;15.7758;12.0433
0.1602;15.7758;12.0408
0.1518;15.7758;12.0473
0.1434;15.7758;12.0521
0.1687;15.7764;12.0479
0.1687;15.7764;12.0317
0.1687;15.7758;12.0342
0.1687;15.7758;12.0273
0.1687;15.7752;12.0267
0.1687;15.7758;12.0317
0.1855;15.7758;12.0311
0.1687;15.7752;12.0173
0.1687;15.7758;12.0441
0.1602;15.7764;12.0476
0.1602;15.7776;12.0352
0.1687;15.7776;12.0011
0.1771;15.777;12.0283
0.1602;15.777;12.0419
0.1602;15.7782;12.0346
0.1518;15.7776;12.0362
0.1855;15.777;12.0334
0.1518;15.7764;12.0318
0.1771;15.777;12.0301
0.1687;15.7776;12.0399
0.1771;15.7776;12.0252
0.1771;15.777;12.0326
0.1855;15.7794;12.031
0.1602;15.7788;12.0439
0.1771;15.7794;12.0364
0.1602;15.7788;12.0395
0.1602;15.7782;12.0384
0.1687;15.7788;12.0106
0.1687;15.7794;12.0386
0.1771;15.78;12.0408
0.1771;15.78;12.0494
0.1602;15.7794;12.039
0.1771;15.7805;12.0315
0.1687;15.78;12.0267
0.1687;15.7794;12.0429
0.1602;15.7794;12.0526
0.1687;15.7788;12.0318
0.1518;15.7782;12.0369
0.1518;15.7776;12.0474
0.1602;15.7782;12.0496
0.1771;15.7782;12.0338
0.1687;15.7776;12.0349
0.1687;15.7782;12.0287
0.1602;15.7782;12.0403
0.1434;15.7788;12.0546
0.1349;15.7788;12.0463
0.1518;15.7788;12.0388
0.1518;15.7794;12.058
0.1518;15.7794;12.053
0.1434;15.7794;12.0403
0.1349;15.7794;12.0505
0.1349;15.7794;12.0537
0.1602;15.78;12.0402
0.1602;15.78;12.0382
0.1602;15.7805;12.0364
0.1602;15.7811;12.0384
0.1687;15.7811;12.0417
0.1602;15.7805;12.0364
0.1518;15.7805;12.0355
0.1434;15.7811;12.072
0.1518;15.7817;12.0392
0.1602;15.7811;12.0345
0.1602;15.7811;12.0495
0.1771;15.7811;12.0326
0.1687;15.7805;12.0417
0.1687;15.7817;12.0454
0.1602;15.7811;12.0463
0.1771;15.7805;12.0474
0.1771;15.7817;12.0351
0.1687;15.7811;12.0485
0.1687;15.7823;12.0398
0.1687;15.7823;12.0491
0.1771;15.7823;12.0313
0.1687;15.7817;12.0623
0.1602;15.7817;12.0594
0.1518;15.7823;12.0647
0.1518;15.7811;12.0468
0.1602;15.7817;12.0413
0.1265;15.7811;12.0471
0.1518;15.7811;12.0524
0.1602;15.78;12.0369
0.1602;15.78;12.0227
0.1518;15.7805;12.0511
0.1434;15.7805;12.0402
0.1518;15.7805;12.0491
0.1602;15.7794;12.0394
0.1518;15.7794;12.0492
0.1687;15.7788;12.0242
0.1687;15.7788;12.031
0.194;15.7794;12.0263
0.194;15.78;12.0275
0.1771;15.78;12.027
0.1687;15.7794;12.0274
0.1687;15.7811;12.0368
0.1771;15.7805;12.0457
0.1687;15.7805;12.0342
0.1602;15.7811;12.0178
0.1771;15.7817;12.0264
0.1602;15.7817;12.0096
0.1687;15.7782;12.0367
0.1602;15.7764;12.0364
0.1687;15.7776;12.0335
0.1602;15.7788;12.0183
0.1434;15.7805;12.009
0.1518;15.78;12.0187
0.1434;15.78;12.029
0.1349;15.78;12.0387
0.1434;15.7794;12.059
0.1349;15.777;12.0418
0.1434;15.7782;12.0464
0.1349;15.7788;12.0456
0.1265;15.7782;12.0434
0.1265;15.7782;12.0584
0.1181;15.777;12.0407
0.1181;15.7776;12.0368
0.1181;15.7782;12.05
0.1181;15.7788;12.0418
0.1181;15.7776;12.0593
0.1096;15.777;12.0429
0.1349;15.777;12.0418
0.1265;15.7776;12.049
0.1349;15.7788;12.0274
0.1181;15.7782;12.0431
0.1096;15.7788;12.0311
0.1181;15.7794;12.0582
0.1265;15.7794;12.054
0.1265;15.7788;12.059
0.1265;15.78;12.0497
0.1349;15.7805;12.0325
0.1265;15.78;12.0541
0.1349;15.7805;12.0499
0.1265;15.78;12.0472
0.1349;15.7805;12.0355
0.1265;15.78;12.0397
0.1265;15.7805;12.046
0.1181;15.7805;12.0387
0.1265;15.78;12.034
0.1349;15.7805;12.0443
0.1349;15.7805;12.0388
0.1349;15.7805;12.0306
0.1602;15.7805;12.024
0.1518;15.7794;12.0342
0.1434;15.7805;12.0321
0.1349;15.7805;12.048
0.1265;15.7805;12.0571
0.1434;15.78;12.0426
0.1349;15.7782;12.0325
0.1265;15.7764;12.0396
0.1349;15.7764;12.0361
0.1434;15.7758;12.0165
0.1434;15.7752;12.0308
0.1518;15.7758;12.0528
0.1602;15.7758;12.0282
0.1518;15.7776;12.0467
0.1518;15.7764;12.0248
0.1434;15.777;12.0314
0.1434;15.7776;12.0408
0.1518;15.7776;12.0404
0.1434;15.7776;12.0483
0.1602;15.777;12.0464
0.1602;15.7758;12.0307
0.1687;15.7758;12.0297
0.1602;15.777;12.0331
0.1518;15.777;12.0311
0.1602;15.777;12.0332
0.1518;15.777;12.033
0.1518;15.7776;12.0229
0.1349;15.7776;12.0386
0.1434;15.777;12.0246
0.1434;15.7776;12.0183
0.1349;15.777;12.0461
0.1434;15.7776;12.0444
0.1434;15.7776;12.0445
0.1518;15.7776;12.0324
0.1687;15.777;12.0404
0.1518;15.7776;12.0348
0.1518;15.7782;12.0405
0.1602;15.777;12.0264
0.1518;15.7782;12.0373
0.1518;15.7776;12.0492
0.1602;15.7782;12.0326
0.1602;15.7782;12.0214
0.1602;15.7788;12.0263
0.1518;15.7788;12.0229
0.1602;15.7788;12.0345
0.1434;15.7782;12.0303
0.1518;15.7782;12.0224
0.1349;15.7782;12.0343
0.1518;15.7782;12.0236
0.1518;15.7782;12.0219
0.1434;15.7782;12.0365
0.1518;15.7782;12.0174
0.1434;15.7794;12.034
0.1265;15.7811;12.0341
0.1518;15.7811;12.0344
0.1602;15.7817;12.0121
0.1602;15.7811;12.0259
0.1602;15.7811;12.032
0.1687;15.7811;12.0367
0.1518;15.7823;12.0325
0.1771;15.7817;12.0201
0.1771;15.7823;12.0158
0.194;15.7829;11.9946
0.1687;15.7817;12.0142
0.1687;15.7805;12.0435
0.1687;15.7811;12.0242
0.1771;15.7805;12.0201
0.1602;15.7811;12.0289
0.1602;15.7805;12.0184
0.1602;15.7805;12.0346
0.1687;15.7805;12.0068
0.1687;15.7805;12.0106
0.1771;15.78;12.0395
0.1602;15.7805;12.0233
0.1687;15.7805;12.0105
0.1687;15.7805;12.0336
0.1602;15.7794;12.0146
0.1434;15.7788;12.0166
0.1602;15.7788;12.0127
0.1602;15.7794;12.0208
0.1771;15.7782;12.0264
0.1855;15.7782;12.0366
0.1771;15.7782;12.0226
0.1855;15.7782;12.0254
0.194;15.7794;12.0219
0.2024;15.7794;12.0279
0.1771;15.7788;12.0246
0.1687;15.7794;12.0354
0.194;15.7788;12.0188
0.1855;15.78;12.016
0.1855;15.7805;12.0086
0.1771;15.78;12.0282
0.1602;15.78;12.0289
0.1687;15.78;12.0205
0.1855;15.7805;12.0122
0.1855;15.78;11.9999
0.194;15.78;12.007
0.1771;15.78;12.0383
0.1771;15.7794;12.0232
0.194;15.7811;12.0195
0.2108;15.7805;12.0175
0.1855;15.7805;12.0192
0.1771;15.78;12.0283
0.1855;15.7794;12.0249
0.1855;15.7794;12.0111
0.1687;15.78;12.0242
0.1602;15.78;12.029
0.1518;15.7805;12.0306
0.1518;15.7817;12.0324
0.1687;15.7811;12.0242
0.1518;15.7811;12.0312
0.1602;15.7811;12.0164
0.1602;15.7811;12.0164
0.1687;15.7794;12.0224
0.1687;15.7794;12.0279
0.1687;15.7794;12.0217
0.1602;15.78;12.0296
0.1602;15.7794;12.0401
0.1518;15.7788;12.048
0.1518;15.7782;12.0254
0.1602;15.7776;12.0183
0.1602;15.777;12.0245
0.1602;15.7758;12.0283
0.1687;15.7764;12.0216
0.1602;15.7758;12.0339
0.1771;15.7758;12.0263
0.1602;15.7752;12.0145
0.1687;15.7747;12.0273
0.1855;15.7752;12.0127
0.1687;15.7747;12.0192
0.1687;15.7747;12.034
0.1771;15.7758;12.0095
0.1771;15.7752;12.0201
0.1771;15.7752;12.0208
0.194;15.7764;12.0361
0.1855;15.7764;12.0123
0.1687;15.7758;12.0235
0.1771;15.7764;12.0313
0.1771;15.7764;12.0276
0.1771;15.7764;12.0133
0.1518;15.7758;12.0361
0.1687;15.7764;12.0379
0.1771;15.777;12.0244
0.1518;15.7782;12.0218
0.1687;15.7776;12.0335
0.1855;15.7788;12.0308
0.1771;15.7782;12.0157
0.2024;15.7776;12.0004
0.194;15.777;11.9964
0.1771;15.7776;12.0201
0.1771;15.7788;12.0288
0.1771;15.7782;12.0176
0.1771;15.7782;12.0107
0.194;15.777;12.005
0.1771;15.777;12.0257
0.1687;15.777;12.0248
0.1771;15.777;12.0319
0.1771;15.7776;12.0244
0.1687;15.7776;12.0342
0.1687;15.7764;12.0186
0.1687;15.7752;12.0398
0.1771;15.7752;12.0257
0.1855;15.7747;12.0273
0.1602;15.7764;12.0296
0.1771;15.7764;12.0207
0.1771;15.777;12.0288
0.1855;15.777;12.0291
0.1855;15.7776;12.0174
0.1771;15.7782;12.0176
0.1771;15.777;12.042
0.1687;15.7776;12.0372
0.1771;15.777;12.0183
0.1855;15.7776;12.0259
0.194;15.777;12.03
0.1771;15.7782;12.0488
0.1687;15.7782;12.0342
0.1771;15.7782;12.0207
0.1687;15.7788;12.0297
0.1855;15.7782;12.0266
0.2024;15.7782;12.0439
0.1855;15.7788;12.0124
0.1687;15.7782;12.0304
0.1771;15.7782;12.0313
0.2024;15.7788;12.0153
0.2108;15.7782;12.0137
0.2024;15.7788;12.0241
0.1771;15.7788;12.0469
0.1687;15.7794;12.0217
0.1771;15.7788;12.0258
0.1771;15.7788;12.0369
0.1771;15.7794;12.0369
0.1687;15.7788;12.0272
0.1602;15.7794;12.0296
0.1771;15.7794;12.0357
0.194;15.7794;12.0319
0.1771;15.7782;12.0238
0.1687;15.7788;12.0304
0.1855;15.7788;12.0111
0.194;15.7788;12.0281
0.1771;15.7782;12.0246
0.1855;15.7794;12.0359
0.1687;15.7788;12.0361
0.1434;15.7788;12.0508
0.1602;15.7788;12.047
0.1434;15.7788;12.0477
0.1602;15.7788;12.0389
0.1771;15.7782;12.0275
0.1687;15.777;12.0161
0.1687;15.7776;12.0435
0.1687;15.7776;12.0355
0.1687;15.7782;12.0398
0.1602;15.7788;12.0252
0.1602;15.7788;12.0245
0.1771;15.78;12.0263
0.1687;15.7805;12.0329
0.1687;15.7805;12.0367
0.1687;15.78;12.0372
0.194;15.7805;12.025
0.1855;15.7805;12.0316
0.1771;15.7805;12.0226
0.1687;15.7811;12.0255
0.1771;15.7805;12.027
0.1687;15.7811;12.0329
0.1771;15.7817;12.03
0.1687;15.7811;12.0416
0.1687;15.78;12.0316
0.1855;15.7758;12.0259
0.1771;15.7747;12.0238
0.1855;15.7752;12.0285
0.1771;15.7764;12.0237
0.1771;15.7764;12.0244
0.1771;15.7764;12.0337
0.1602;15.777;12.0419
0.1771;15.7764;12.0425
0.1771;15.7758;12.0449
0.1855;15.7764;12.0209
0.1855;15.7758;12.0365
0.1771;15.7758;12.0357
0.1771;15.777;12.0319
0.1855;15.777;12.0335
0.1602;15.777;12.0358
0.1687;15.7776;12.0423
0.1687;15.7776;12.0416
0.1602;15.7776;12.0351
0.1771;15.7776;12.0414
0.1687;15.7782;12.0336
0.1602;15.7788;12.0396
0.1518;15.7794;12.0343
0.1687;15.7794;12.0379
0.1602;15.78;12.0514
0.1602;15.7794;12.0338
0.1771;15.7794;12.0195
0.1771;15.7794;12.0351
0.1687;15.7794;12.0304
0.1687;15.7794;12.0192
0.1855;15.78;12.0235
0.1771;15.78;12.0188
0.1518;15.78;12.0374
0.1687;15.7805;12.0398
0.1518;15.7817;12.0374
0.1687;15.7823;12.0348
0.1771;15.7823;12.0327
0.1771;15.7823;12.0289
0.1687;15.7823;12.0517
0.1602;15.7829;12.0401
0.1687;15.7829;12.0391
0.1687;15.7817;12.0385
0.1771;15.7829;12.0206
0.1518;15.7829;12.0323
0.1518;15.7829;12.0409
0.1687;15.7817;12.0236
0.1771;15.7758;12.0282
0.1771;15.7735;12.0213
0.1771;15.7747;12.0263
0.1687;15.7752;12.0304
0.1602;15.777;12.0307
0.1518;15.7776;12.0236
0.1687;15.7788;12.0261
0.1687;15.78;12.0298
0.1855;15.7805;12.0167
0.1518;15.7805;12.0361
0.1518;15.7805;12.0286
0.1518;15.7794;12.0349
0.1602;15.7805;12.0331
0.1602;15.7811;12.0201
0.1518;15.7794;12.0455
0.1602;15.7794;12.0265
0.1518;15.7805;12.0293
0.1434;15.7805;12.0514
0.1771;15.78;12.0177
0.1518;15.7747;12.0462
0.1687;15.7735;12.0317
0.1602;15.7699;12.0278
0.1855;15.7729;12.0422
0.2024;15.7752;12.0259
0.194;15.7764;12.0261
0.1771;15.7699;12.0256
0.1855;15.7717;12.0372
0.1771;15.7717;12.0399
0.1771;15.7711;12.015
0.1855;15.7711;12.0227
0.1855;15.7705;12.0346
0.1687;15.7711;12.0334
0.1687;15.7693;12.0403
0.1771;15.7688;12.0505
0.1855;15.7699;12.0384
0.1771;15.7699;12.0382
0.1771;15.7705;12.0481
0.1855;15.7717;12.0284
0.1602;15.7717;12.0513
0.1434;15.7717;12.0489
0.1434;15.7705;12.0495
0.1771;15.7693;12.0406
0.2108;15.7735;12.0275
0.2361;15.7747;12.0282
0.253;15.7747;11.9997
0.3289;15.7788;11.9773
0.3795;15.7823;11.9697
0.4048;15.7829;11.9507
0.4132;15.7841;11.9677
0.4301;15.7847;11.9393
0.4553;15.7841;11.9246
0.5059;15.7841;11.9196
0.5397;15.7847;11.9097
0.5397;15.7847;11.8998
0.5565;15.7841;11.9021
0.5903;15.7847;11.8972
0.5987;15.7847;11.8808
0.6324;15.7835;11.8581
0.6577;15.7841;11.8583
0.6914;15.7841;11.8502
0.7252;15.7847;11.8484
0.742;15.7835;11.8312
0.7673;15.7841;11.8358
0.7842;15.7841;11.8021
0.7758;15.7835;11.8116
0.8011;15.7835;11.7972
0.8432;15.7841;11.8061
0.8601;15.7829;11.7835
0.8601;15.7841;11.8066
0.8601;15.7841;11.7999
0.8854;15.7835;11.7862
0.9022;15.7841;11.7904
0.936;15.7841;11.7605
0.9444;15.7835;11.7708
0.9781;15.7841;11.7791
0.995;15.7835;11.753
1.0034;15.7829;11.7557
1.0119;15.7829;11.7451
1.054;15.7835;11.7424
1.0877;15.7829;11.7394
1.113;15.7835;11.7203
1.1383;15.7829;11.7116
1.1721;15.7829;11.7147
1.1636;15.7835;11.7059
1.1805;15.7841;11.7052
1.1889;15.7841;11.7018
1.1974;15.7847;11.678
1.2227;15.7841;11.6886
1.2227;15.7841;11.6965
1.2311;15.7835;11.6896
1.248;15.7829;11.683
1.2733;15.7835;11.6634
1.3323;15.7829;11.656
1.3323;15.7829;11.6535
1.3491;15.7823;11.6524
1.3744;15.7835;11.6491
1.3744;15.7829;11.6485
1.3997;15.7823;11.6446
1.4166;15.7841;11.6429
1.4166;15.7829;11.6266
1.4419;15.7835;11.6246
1.4503;15.7829;11.622
1.4756;15.7835;11.6025
1.4841;15.7829;11.6076
1.5009;15.7823;11.6106
1.5094;15.7829;11.6086
1.5178;15.7829;11.6245
1.5346;15.7817;11.6102
1.5346;15.7823;11.5988
1.5346;15.7829;11.6047
1.5346;15.7823;11.5987
1.5599;15.7817;11.5878
1.5768;15.7829;11.5847
1.5852;15.7823;11.5798
1.6021;15.7829;11.5733
1.619;15.7829;11.5739
1.6105;15.7835;11.5705
1.6358;15.7829;11.5751
1.6611;15.7829;11.5593
1.6696;15.7823;11.5537
1.6864;15.7823;11.5634
1.6949;15.7841;11.5548
1.7033;15.7841;11.5534
1.7202;15.7823;11.536
1.7455;15.7835;11.5442
1.737;15.7841;11.5308
1.7539;15.7835;11.5339
1.7792;15.7841;11.5223
1.7792;15.7835;11.5158
1.8129;15.7835;11.5326
1.8213;15.7835;11.5211
1.8466;15.7835;11.5108
1.8635;15.7835;11.4948
1.8972;15.7835;11.4831
1.931;15.7841;11.4607
1.931;15.7835;11.4803
1.9478;15.7835;11.4644
1.9816;15.7829;11.4598
1.9816;15.7835;11.4711
1.9984;15.7829;11.47
2.0153;15.7835;11.4458
2.0321;15.7829;11.4459
2.0406;15.7817;11.4291
2.0659;15.7829;11.4384
2.0659;15.7829;11.4597
2.0912;15.7835;11.427
2.1165;15.7817;11.4245
2.1249;15.7823;11.4219
2.1333;15.7823;11.4076
2.1586;15.7817;11.3945
2.1671;15.7823;11.3994
2.2008;15.7811;11.3903
2.2261;15.7811;11.3725
2.2598;15.7817;11.3781
2.2935;15.7823;11.3549
2.302;15.7817;11.3604
2.3273;15.7811;11.3351
2.3441;15.7823;11.3559
2.3694;15.7817;11.331
2.3947;15.7811;11.3216
2.4285;15.7811;11.3189
2.4538;15.7811;11.3019
2.4875;15.7811;11.3034
2.5212;15.7817;11.2867
2.5465;15.7811;11.2593
2.5887;15.7817;11.243
2.6308;15.7817;11.2355
2.6393;15.7817;11.2365
2.6561;15.7811;11.239
2.6393;15.7817;11.2359
2.6561;15.7817;11.2466
2.6814;15.7817;11.2238
2.7405;15.7823;11.2299
2.7826;15.7811;11.2
2.8248;15.7811;11.1891
2.8669;15.7805;11.1788
2.8922;15.7811;11.1626
2.9175;15.7805;11.1481
2.9513;15.7805;11.163
3.0019;15.78;11.1392
3.0356;15.7811;11.1327
3.044;15.7805;11.1228
3.0525;15.78;11.1035
3.0946;15.7805;11.0998
3.1284;15.7805;11.0997
3.1368;15.7805;11.0782
3.1536;15.7805;11.0893
3.1705;15.78;11.078
3.1874;15.78;11.072
3.2211;15.7805;11.0603
3.2548;15.7805;11.0574
3.2633;15.7811;11.0509
3.2886;15.7805;11.0315
3.356;15.7805;11.0226
3.3898;15.78;11.0134
3.4151;15.78;10.9947
3.4319;15.78;10.9811
3.4404;15.78;10.9805
3.4825;15.78;10.9734
3.5162;15.78;10.9637
3.5247;15.7794;10.9578
3.5668;15.7794;10.9479
3.6174;15.7794;10.9236
3.6512;15.7794;10.9062
3.668;15.7788;10.8989
3.6849;15.7788;10.889
3.7018;15.78;10.8735
3.7186;15.7794;10.8664
3.7355;15.78;10.8718
3.7692;15.7788;10.8581
3.7692;15.7794;10.857
3.7945;15.7788;10.8465
3.803;15.7794;10.856
3.8282;15.7794;10.8493
3.8282;15.7788;10.8611
3.862;15.7788;10.8438
3.9716;15.7788;10.8003
4.0138;15.7782;10.7907
4.0391;15.7788;10.7909
4.0559;15.7788;10.7794
4.0812;15.7788;10.7678
4.1065;15.7788;10.764
4.1234;15.7788;10.766
4.1403;15.7788;10.7501
4.1909;15.7788;10.7377
4.233;15.7788;10.7348
4.2752;15.7794;10.727
4.3005;15.7794;10.7216
4.3258;15.7794;10.7107
4.3511;15.7794;10.7115
4.3595;15.78;10.6819
4.3764;15.78;10.6944
