depth_m;temp_C;DO_mgL
9.2391;7.1753;5.2787
9.2481;7.1753;5.2778
9.284;7.1747;5.2775
9.275;7.1753;5.2771
9.284;7.1764;5.2763
9.2929;7.1747;5.2762
9.284;7.1759;5.2757
9.3109;7.1759;5.2754
9.3378;7.1753;5.2748
9.3558;7.1764;5.2743
9.3558;7.177;5.2732
9.3827;7.1782;5.2724
9.4007;7.1759;5.2717
9.4186;7.1764;5.2707
9.4366;7.1764;5.2703
9.4186;7.177;5.2696
9.4366;7.177;5.2693
9.4545;7.1782;5.2688
9.4814;7.1764;5.2687
9.4814;7.1776;5.2689
9.4994;7.1776;5.2679
9.5532;7.1764;5.2677
9.5891;7.1741;5.2677
9.6071;7.1747;5.2673
9.634;7.1747;5.2666
9.634;7.1747;5.2666
9.6789;7.1747;5.2666
9.7058;7.1735;5.2674
9.6968;7.1747;5.2676
9.6968;7.1759;5.2678
9.6968;7.1741;5.2683
9.7058;7.1753;5.2688
9.7058;7.1741;5.2693
9.7058;7.1741;5.2693
9.7238;7.1753;5.2692
9.7148;7.1759;5.2691
9.7148;7.1764;5.2684
9.7148;7.1759;5.2675
9.7328;7.1759;5.2661
9.7507;7.1753;5.2646
9.7597;7.1759;5.2628
9.7776;7.1747;5.261
9.7956;7.1753;5.259
9.8225;7.1747;5.2567
9.8584;7.1764;5.2539
9.9123;7.1753;5.252
9.9482;7.1747;5.2501
9.9841;7.1764;5.2482
10.0379;7.1747;5.2475
10.0559;7.1735;5.247
10.0828;7.1741;5.2472
10.1277;7.1759;5.248
10.1725;7.1753;5.25
10.1995;7.1747;5.2518
10.2354;7.1753;5.2537
10.2533;7.1735;5.2562
10.2713;7.1741;5.2584
10.3072;7.1741;5.2611
10.3521;7.1764;5.2631
10.379;7.1741;5.266
10.4328;7.1747;5.2679
10.4598;7.1753;5.2695
10.4687;7.1729;5.2718
10.5136;7.1741;5.2733
10.5495;7.1735;5.275
10.5854;7.1747;5.2768
10.6213;7.1747;5.2785
10.6482;7.1729;5.2804
10.6572;7.1747;5.2818
10.7111;7.1759;5.283
10.6931;7.1741;5.2848
10.72;7.1753;5.2857
10.729;7.1741;5.2868
10.7559;7.1747;5.2884
10.7739;7.1747;5.2894
10.7918;7.1741;5.2901
10.7918;7.1759;5.2902
10.8008;7.1759;5.2905
10.8188;7.177;5.2897
10.8457;7.1764;5.2895
10.8636;7.1759;5.2882
10.8636;7.1747;5.2874
10.9085;7.1753;5.2863
10.9354;7.1747;5.2854
10.9623;7.1741;5.2845
10.9982;7.1753;5.284
10.9982;7.1753;5.2837
10.9893;7.1747;5.2838
11.0252;7.1753;5.2847
11.0611;7.1747;5.2854
11.088;7.1741;5.2862
11.1239;7.1747;5.2864
11.1149;7.1747;5.2874
11.1508;7.1723;5.2884
11.1598;7.1753;5.2886
11.2047;7.1747;5.2894
11.2406;7.1741;5.2898
11.2854;7.1747;5.2904
11.3393;7.1735;5.2912
11.3662;7.1747;5.2917
11.4021;7.1753;5.2926
11.4111;7.1735;5.2935
11.4649;7.1741;5.2947
11.5008;7.1747;5.2953
11.5457;7.1723;5.2966
11.5816;7.1735;5.2974
11.5906;7.1729;5.2979
11.5995;7.1747;5.2979
11.6085;7.1735;5.2984
11.6624;7.1747;5.2979
11.7162;7.1747;5.2979
11.7431;7.1747;5.2979
11.797;7.1735;5.2978
11.8329;7.1747;5.2976
11.8867;7.1747;5.2979
11.9047;7.1723;5.2986
11.9495;7.1753;5.2982
11.9585;7.1747;5.2989
11.9854;7.1735;5.2998
12.0303;7.1753;5.2999
12.0213;7.1764;5.3004
12.0303;7.1759;5.3004
12.0393;7.1759;5.3004
12.0752;7.1741;5.3003
12.0931;7.1747;5.2999
12.1111;7.1747;5.2996
12.129;7.1735;5.2994
12.1559;7.1759;5.2988
12.1918;7.1759;5.2981
12.2457;7.1753;5.2982
12.2547;7.177;5.2976
12.3175;7.1759;5.2978
12.3534;7.1759;5.2978
12.3803;7.1782;5.2975
12.3893;7.177;5.298
12.4341;7.1776;5.2982
12.47;7.1788;5.2987
12.479;7.1788;5.2994
12.5239;7.1782;5.2998
12.5329;7.1759;5.3011
12.5508;7.1764;5.3013
12.6046;7.1776;5.3019
12.6136;7.1782;5.3024
12.6405;7.1788;5.3027
12.6675;7.1782;5.3031
12.7123;7.1753;5.3038
12.7482;7.1764;5.3037
12.7482;7.177;5.3036
12.7751;7.1753;5.3038
12.7751;7.1747;5.3042
12.82;7.1759;5.3044
12.838;7.1764;5.3046
12.9008;7.1764;5.305
12.9277;7.1764;5.3053
12.9367;7.1759;5.3057
12.9636;7.1741;5.3066
12.9905;7.1729;5.3071
13.0085;7.17;5.3081
13.0444;7.1706;5.3084
13.0533;7.1682;5.3087
13.0713;7.1682;5.3084
13.1161;7.17;5.3078
13.1431;7.1682;5.3074
13.161;7.1641;5.3073
13.161;7.1658;5.3057
13.2059;7.1647;5.3045
13.3046;7.1664;5.303
13.3584;7.1658;5.3024
13.3853;7.1658;5.3014
13.4033;7.1658;5.3004
13.4571;7.1652;5.2995
13.493;7.1664;5.2984
13.5558;7.1647;5.2983
13.5648;7.1658;5.2975
13.6097;7.1664;5.2971
13.6366;7.1658;5.2961
13.6815;7.1652;5.2956
13.6994;7.1635;5.2948
13.7263;7.1629;5.2939
13.7443;7.1611;5.2928
13.7712;7.1617;5.2914
13.7802;7.1623;5.2903
13.8071;7.1605;5.2896
13.8161;7.1617;5.2878
13.8519;7.1605;5.2866
13.8609;7.1588;5.2849
13.8878;7.1605;5.2833
13.9148;7.1605;5.2817
13.9237;7.1599;5.2798
13.9327;7.1594;5.2782
13.9776;7.1599;5.2765
14.0224;7.1588;5.2753
14.0763;7.1594;5.2739
14.1122;7.1611;5.2723
14.1301;7.1611;5.271
14.1301;7.1588;5.2703
14.1929;7.1588;5.2697
14.1929;7.1605;5.2685
14.2288;7.1594;5.2676
14.3006;7.1594;5.267
14.3185;7.1588;5.2664
14.3275;7.1588;5.2661
14.3724;7.1594;5.265
14.3724;7.157;5.265
14.4083;7.1576;5.2642
14.4442;7.1582;5.2638
14.4531;7.1576;5.2639
14.4621;7.1582;5.2638
14.4711;7.1588;5.2631
14.4621;7.1582;5.2632
14.4442;7.1582;5.2625
14.4711;7.1582;5.2618
14.4711;7.157;5.261
14.4621;7.1582;5.2599
14.4621;7.1588;5.2581
14.4621;7.157;5.2567
14.489;7.1576;5.2547
14.489;7.1582;5.2519
14.489;7.1594;5.2498
14.507;7.1594;5.2475
14.5518;7.1588;5.2449
14.5877;7.1588;5.242
14.6326;7.1594;5.2393
14.6416;7.1582;5.2368
14.6685;7.1576;5.2342
14.7133;7.157;5.232
14.7402;7.1576;5.2299
14.7582;7.1582;5.2279
14.7761;7.1576;5.2269
14.7761;7.1588;5.2261
14.7941;7.1576;5.2253
14.821;7.1576;5.2253
14.8748;7.157;5.2254
14.8838;7.1582;5.2255
14.8928;7.1582;5.2259
14.9018;7.157;5.226
14.9197;7.1558;5.2259
14.9466;7.1552;5.2259
14.9646;7.1576;5.2253
14.9735;7.1582;5.2246
14.9735;7.1576;5.2243
15.0094;7.1564;5.2238
15.0363;7.1588;5.2228
15.0812;7.1582;5.2219
15.0991;7.1564;5.2208
15.135;7.1576;5.2194
15.162;7.157;5.2184
15.1799;7.1582;5.2166
15.2158;7.157;5.2155
15.2248;7.1582;5.2143
15.2696;7.1576;5.2134
15.2965;7.1576;5.2131
15.3504;7.1558;5.2127
15.3952;7.1576;5.2121
15.4311;7.1564;5.2122
15.4311;7.1564;5.2119
15.476;7.157;5.2122
15.4939;7.1564;5.2122
15.5567;7.1546;5.2125
15.5747;7.1552;5.2127
15.5926;7.1552;5.2131
15.6375;7.1576;5.2137
15.6734;7.1594;5.2147
15.6823;7.1635;5.2143
15.6913;7.1664;5.2141
15.7092;7.1664;5.2143
15.7182;7.1694;5.2132
15.7092;7.1706;5.2081
15.7092;7.1729;5.1899
15.6913;7.1747;5.1488
15.7092;7.1723;5.0775
15.7003;7.1741;4.9738
15.7003;7.1764;4.8436
15.7362;7.1759;4.6953
15.7272;7.1729;4.5331
15.7092;7.1735;4.3641
15.7272;7.1735;4.1936
15.7003;7.1764;4.0274
15.7092;7.1759;3.8683
15.7092;7.1741;3.717
15.7272;7.177;3.5732
15.7182;7.177;3.438
15.7092;7.1782;3.312
15.7003;7.1747;3.195
15.6913;7.167;3.0839
15.7092;7.1741;2.9775
15.7003;7.1788;2.8796
15.7003;7.1794;2.792
15.6823;7.1682;2.7169
15.7092;7.1652;2.6544
15.7272;7.17;2.6028
15.6913;7.1706;2.5663
15.6913;7.1652;2.5505
15.6913;7.1641;2.5614
15.6913;7.1647;2.6007
15.6823;7.1629;2.6634
15.6823;7.1629;2.7466
15.7003;7.1605;2.8454
15.6913;7.1635;2.9553
15.7092;7.1694;3.0706
15.7003;7.17;3.1891
15.6823;7.1647;3.3057
15.6823;7.1641;3.4172
15.7003;7.1647;3.521
15.7182;7.1688;3.6163
15.7362;7.1717;3.7051
